ReadingId,Timestamp,SensorId,SensorType,Value,Unit,Status
RD-20260206-001490,2026-02-06T09:43:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,9.00e-07,ratio,NORMAL
RD-20260206-001917,2026-02-06T09:43:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,5.00e-07,ratio,NORMAL
RD-20260206-002344,2026-02-06T09:43:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-9.9,dBm,NORMAL
RD-20260206-002771,2026-02-06T09:43:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.0,dBm,NORMAL
RD-20260206-003198,2026-02-06T09:43:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.3,dBm,NORMAL
RD-20260206-003625,2026-02-06T09:43:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-11.2,dBm,NORMAL
RD-20260206-004052,2026-02-06T09:43:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.1,dBm,NORMAL
RD-20260206-004479,2026-02-06T09:43:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-11.0,dBm,NORMAL
RD-20260206-004906,2026-02-06T09:43:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,40.4,°C,NORMAL
RD-20260206-005333,2026-02-06T09:43:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,38.7,°C,NORMAL
RD-20260206-005760,2026-02-06T09:43:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,40.6,°C,NORMAL
RD-20260206-006187,2026-02-06T09:43:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,38.5,%,NORMAL
RD-20260206-006614,2026-02-06T09:43:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,41.1,%,NORMAL
RD-20260206-007041,2026-02-06T09:43:00+00:00,SENS-AMP-GOULBURN-VIB-001,Vibration,0.95,g,NORMAL
RD-20260206-007468,2026-02-06T09:43:00+00:00,SENS-AMP-ALBURY-VIB-001,Vibration,0.10,g,NORMAL
RD-20260206-000210,2026-02-06T09:44:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-9.6,dBm,NORMAL
RD-20260206-000637,2026-02-06T09:44:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-19.6,dBm,NORMAL
RD-20260206-001064,2026-02-06T09:44:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-17.8,dBm,NORMAL
RD-20260206-001491,2026-02-06T09:44:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,9.00e-07,ratio,NORMAL
RD-20260206-001918,2026-02-06T09:44:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,5.00e-07,ratio,NORMAL
RD-20260206-002345,2026-02-06T09:44:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-9.9,dBm,NORMAL
RD-20260206-002772,2026-02-06T09:44:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.5,dBm,NORMAL
RD-20260206-003199,2026-02-06T09:44:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.8,dBm,NORMAL
RD-20260206-003626,2026-02-06T09:44:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-11.8,dBm,NORMAL
RD-20260206-004053,2026-02-06T09:44:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.5,dBm,NORMAL
RD-20260206-004480,2026-02-06T09:44:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-11.5,dBm,NORMAL
RD-20260206-004907,2026-02-06T09:44:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,39.9,°C,NORMAL
RD-20260206-005334,2026-02-06T09:44:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,38.1,°C,NORMAL
RD-20260206-005761,2026-02-06T09:44:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,40.2,°C,NORMAL
RD-20260206-006188,2026-02-06T09:44:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,34.8,%,NORMAL
RD-20260206-006615,2026-02-06T09:44:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,37.1,%,NORMAL
RD-20260206-007042,2026-02-06T09:44:00+00:00,SENS-AMP-GOULBURN-VIB-001,Vibration,0.90,g,NORMAL
RD-20260206-007469,2026-02-06T09:44:00+00:00,SENS-AMP-ALBURY-VIB-001,Vibration,0.16,g,NORMAL
RD-20260206-000211,2026-02-06T09:45:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.3,dBm,NORMAL
RD-20260206-000638,2026-02-06T09:45:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-19.6,dBm,NORMAL
RD-20260206-001065,2026-02-06T09:45:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-17.8,dBm,NORMAL
RD-20260206-001492,2026-02-06T09:45:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,9.00e-07,ratio,NORMAL
RD-20260206-001919,2026-02-06T09:45:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,5.00e-07,ratio,NORMAL
RD-20260206-002346,2026-02-06T09:45:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-10.4,dBm,NORMAL
RD-20260206-002773,2026-02-06T09:45:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-9.9,dBm,NORMAL
RD-20260206-003200,2026-02-06T09:45:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-11.3,dBm,NORMAL
RD-20260206-003627,2026-02-06T09:45:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-11.3,dBm,NORMAL
RD-20260206-004054,2026-02-06T09:45:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.8,dBm,NORMAL
RD-20260206-004481,2026-02-06T09:45:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-11.2,dBm,NORMAL
RD-20260206-004908,2026-02-06T09:45:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,40.7,°C,NORMAL
RD-20260206-005335,2026-02-06T09:45:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,38.1,°C,NORMAL
RD-20260206-005762,2026-02-06T09:45:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,40.7,°C,NORMAL
RD-20260206-006189,2026-02-06T09:45:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,38.7,%,NORMAL
RD-20260206-006616,2026-02-06T09:45:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,44.3,%,NORMAL
RD-20260206-007043,2026-02-06T09:45:00+00:00,SENS-AMP-GOULBURN-VIB-001,Vibration,0.92,g,NORMAL
RD-20260206-007470,2026-02-06T09:45:00+00:00,SENS-AMP-ALBURY-VIB-001,Vibration,0.12,g,NORMAL
RD-20260206-000212,2026-02-06T09:46:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-9.7,dBm,NORMAL
RD-20260206-000639,2026-02-06T09:46:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-19.8,dBm,NORMAL
RD-20260206-001066,2026-02-06T09:46:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-17.8,dBm,NORMAL
RD-20260206-001493,2026-02-06T09:46:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,9.00e-07,ratio,NORMAL
RD-20260206-001920,2026-02-06T09:46:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,5.00e-07,ratio,NORMAL
RD-20260206-002347,2026-02-06T09:46:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-10.3,dBm,NORMAL
RD-20260206-002774,2026-02-06T09:46:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.1,dBm,NORMAL
RD-20260206-003201,2026-02-06T09:46:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.9,dBm,NORMAL
RD-20260206-003628,2026-02-06T09:46:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-10.6,dBm,NORMAL
RD-20260206-004055,2026-02-06T09:46:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.4,dBm,NORMAL
RD-20260206-004482,2026-02-06T09:46:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.9,dBm,NORMAL
RD-20260206-004909,2026-02-06T09:46:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,40.7,°C,NORMAL
RD-20260206-005336,2026-02-06T09:46:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,38.6,°C,NORMAL
RD-20260206-005763,2026-02-06T09:46:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,41.1,°C,NORMAL
RD-20260206-006190,2026-02-06T09:46:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,45.0,%,NORMAL
RD-20260206-006617,2026-02-06T09:46:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,34.6,%,NORMAL
RD-20260206-007044,2026-02-06T09:46:00+00:00,SENS-AMP-GOULBURN-VIB-001,Vibration,0.99,g,NORMAL
RD-20260206-007471,2026-02-06T09:46:00+00:00,SENS-AMP-ALBURY-VIB-001,Vibration,0.13,g,NORMAL
RD-20260206-000213,2026-02-06T09:51:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.5,dBm,NORMAL
RD-20260206-000640,2026-02-06T09:51:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-19.6,dBm,NORMAL
RD-20260206-001067,2026-02-06T09:51:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-18.1,dBm,NORMAL
RD-20260206-001494,2026-02-06T09:51:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,9.00e-07,ratio,NORMAL
RD-20260206-001921,2026-02-06T09:51:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,5.00e-07,ratio,NORMAL
RD-20260206-002348,2026-02-06T09:51:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-10.0,dBm,NORMAL
RD-20260206-002775,2026-02-06T09:51:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.2,dBm,NORMAL
RD-20260206-003202,2026-02-06T09:51:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.5,dBm,NORMAL
RD-20260206-003629,2026-02-06T09:51:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-11.1,dBm,NORMAL
RD-20260206-004056,2026-02-06T09:51:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.8,dBm,NORMAL
RD-20260206-004483,2026-02-06T09:51:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-11.1,dBm,NORMAL
RD-20260206-004910,2026-02-06T09:51:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,39.4,°C,NORMAL
RD-20260206-005337,2026-02-06T09:51:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,38.6,°C,NORMAL
RD-20260206-005764,2026-02-06T09:51:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,40.3,°C,NORMAL
RD-20260206-006191,2026-02-06T09:51:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,44.4,%,NORMAL
RD-20260206-006618,2026-02-06T09:51:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,36.0,%,NORMAL
RD-20260206-007045,2026-02-06T09:51:00+00:00,SENS-AMP-GOULBURN-VIB-001,Vibration,0.93,g,NORMAL
RD-20260206-007472,2026-02-06T09:51:00+00:00,SENS-AMP-ALBURY-VIB-001,Vibration,0.11,g,NORMAL
RD-20260206-000214,2026-02-06T09:56:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.1,dBm,NORMAL
RD-20260206-000641,2026-02-06T09:56:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-19.3,dBm,NORMAL
RD-20260206-001068,2026-02-06T09:56:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-18.1,dBm,NORMAL
RD-20260206-001495,2026-02-06T09:56:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,9.00e-07,ratio,NORMAL
RD-20260206-001922,2026-02-06T09:56:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,5.00e-07,ratio,NORMAL
RD-20260206-002349,2026-02-06T09:56:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-9.9,dBm,NORMAL
RD-20260206-002776,2026-02-06T09:56:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.7,dBm,NORMAL
RD-20260206-003203,2026-02-06T09:56:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.6,dBm,NORMAL
RD-20260206-003630,2026-02-06T09:56:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-11.5,dBm,NORMAL
RD-20260206-004057,2026-02-06T09:56:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.8,dBm,NORMAL
RD-20260206-004484,2026-02-06T09:56:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-11.3,dBm,NORMAL
RD-20260206-004911,2026-02-06T09:56:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,39.9,°C,NORMAL
RD-20260206-005338,2026-02-06T09:56:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,38.1,°C,NORMAL
RD-20260206-005765,2026-02-06T09:56:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,40.8,°C,NORMAL
RD-20260206-006192,2026-02-06T09:56:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,45.4,%,NORMAL
RD-20260206-006619,2026-02-06T09:56:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,41.6,%,NORMAL
RD-20260206-007046,2026-02-06T09:56:00+00:00,SENS-AMP-GOULBURN-VIB-001,Vibration,0.94,g,NORMAL
RD-20260206-007473,2026-02-06T09:56:00+00:00,SENS-AMP-ALBURY-VIB-001,Vibration,0.15,g,NORMAL
RD-20260206-000215,2026-02-06T10:01:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-9.3,dBm,NORMAL
RD-20260206-000642,2026-02-06T10:01:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-19.6,dBm,NORMAL
RD-20260206-001069,2026-02-06T10:01:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-18.2,dBm,NORMAL
RD-20260206-001496,2026-02-06T10:01:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,9.00e-07,ratio,NORMAL
RD-20260206-001923,2026-02-06T10:01:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,5.00e-07,ratio,NORMAL
RD-20260206-002350,2026-02-06T10:01:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-10.0,dBm,NORMAL
RD-20260206-002777,2026-02-06T10:01:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.6,dBm,NORMAL
RD-20260206-003204,2026-02-06T10:01:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.5,dBm,NORMAL
RD-20260206-003631,2026-02-06T10:01:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-11.0,dBm,NORMAL
RD-20260206-004058,2026-02-06T10:01:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.2,dBm,NORMAL
RD-20260206-004485,2026-02-06T10:01:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.6,dBm,NORMAL
RD-20260206-004912,2026-02-06T10:01:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,40.0,°C,NORMAL
RD-20260206-005339,2026-02-06T10:01:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,39.8,°C,NORMAL
RD-20260206-005766,2026-02-06T10:01:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,40.0,°C,NORMAL
RD-20260206-006193,2026-02-06T10:01:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,43.0,%,NORMAL
RD-20260206-006620,2026-02-06T10:01:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,37.3,%,NORMAL
RD-20260206-007047,2026-02-06T10:01:00+00:00,SENS-AMP-GOULBURN-VIB-001,Vibration,0.97,g,NORMAL
RD-20260206-007474,2026-02-06T10:01:00+00:00,SENS-AMP-ALBURY-VIB-001,Vibration,0.16,g,NORMAL
RD-20260206-000216,2026-02-06T10:06:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.5,dBm,NORMAL
RD-20260206-000643,2026-02-06T10:06:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-19.6,dBm,NORMAL
RD-20260206-001070,2026-02-06T10:06:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-17.3,dBm,NORMAL
RD-20260206-001497,2026-02-06T10:06:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,9.00e-07,ratio,NORMAL
RD-20260206-001924,2026-02-06T10:06:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,5.00e-07,ratio,NORMAL
RD-20260206-002351,2026-02-06T10:06:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-10.7,dBm,NORMAL
RD-20260206-002778,2026-02-06T10:06:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.8,dBm,NORMAL
RD-20260206-003205,2026-02-06T10:06:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.2,dBm,NORMAL
RD-20260206-003632,2026-02-06T10:06:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-11.2,dBm,NORMAL
RD-20260206-004059,2026-02-06T10:06:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.5,dBm,NORMAL
RD-20260206-004486,2026-02-06T10:06:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.5,dBm,NORMAL
RD-20260206-004913,2026-02-06T10:06:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,40.6,°C,NORMAL
RD-20260206-005340,2026-02-06T10:06:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,38.7,°C,NORMAL
RD-20260206-005767,2026-02-06T10:06:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,41.7,°C,NORMAL
RD-20260206-006194,2026-02-06T10:06:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,42.7,%,NORMAL
RD-20260206-006621,2026-02-06T10:06:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,35.2,%,NORMAL
RD-20260206-007048,2026-02-06T10:06:00+00:00,SENS-AMP-GOULBURN-VIB-001,Vibration,0.97,g,NORMAL
RD-20260206-007475,2026-02-06T10:06:00+00:00,SENS-AMP-ALBURY-VIB-001,Vibration,0.12,g,NORMAL
RD-20260206-000217,2026-02-06T10:11:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.6,dBm,NORMAL
RD-20260206-000644,2026-02-06T10:11:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-19.7,dBm,NORMAL
RD-20260206-001071,2026-02-06T10:11:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-18.1,dBm,NORMAL
RD-20260206-001498,2026-02-06T10:11:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,9.00e-07,ratio,NORMAL
RD-20260206-001925,2026-02-06T10:11:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,5.00e-07,ratio,NORMAL
RD-20260206-002352,2026-02-06T10:11:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-9.6,dBm,NORMAL
RD-20260206-002779,2026-02-06T10:11:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.4,dBm,NORMAL
RD-20260206-003206,2026-02-06T10:11:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.9,dBm,NORMAL
RD-20260206-003633,2026-02-06T10:11:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-11.3,dBm,NORMAL
RD-20260206-004060,2026-02-06T10:11:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.2,dBm,NORMAL
RD-20260206-004487,2026-02-06T10:11:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-11.3,dBm,NORMAL
RD-20260206-004914,2026-02-06T10:11:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,40.6,°C,NORMAL
RD-20260206-005341,2026-02-06T10:11:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,38.9,°C,NORMAL
RD-20260206-005768,2026-02-06T10:11:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,41.3,°C,NORMAL
RD-20260206-006195,2026-02-06T10:11:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,42.1,%,NORMAL
RD-20260206-006622,2026-02-06T10:11:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,36.7,%,NORMAL
RD-20260206-007049,2026-02-06T10:11:00+00:00,SENS-AMP-GOULBURN-VIB-001,Vibration,0.96,g,NORMAL
RD-20260206-007476,2026-02-06T10:11:00+00:00,SENS-AMP-ALBURY-VIB-001,Vibration,0.11,g,NORMAL
RD-20260206-000218,2026-02-06T10:16:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.4,dBm,NORMAL
RD-20260206-000645,2026-02-06T10:16:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-19.4,dBm,NORMAL
RD-20260206-001072,2026-02-06T10:16:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-17.9,dBm,NORMAL
RD-20260206-001499,2026-02-06T10:16:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,9.00e-07,ratio,NORMAL
RD-20260206-001926,2026-02-06T10:16:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,5.00e-07,ratio,NORMAL
RD-20260206-002353,2026-02-06T10:16:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-9.5,dBm,NORMAL
RD-20260206-002780,2026-02-06T10:16:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.5,dBm,NORMAL
RD-20260206-003207,2026-02-06T10:16:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-11.1,dBm,NORMAL
RD-20260206-003634,2026-02-06T10:16:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-11.4,dBm,NORMAL
RD-20260206-004061,2026-02-06T10:16:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.8,dBm,NORMAL
RD-20260206-004488,2026-02-06T10:16:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-11.0,dBm,NORMAL
RD-20260206-004915,2026-02-06T10:16:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,39.8,°C,NORMAL
RD-20260206-005342,2026-02-06T10:16:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,39.1,°C,NORMAL
RD-20260206-005769,2026-02-06T10:16:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,40.8,°C,NORMAL
RD-20260206-006196,2026-02-06T10:16:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,36.9,%,NORMAL
RD-20260206-006623,2026-02-06T10:16:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,42.5,%,NORMAL
RD-20260206-007050,2026-02-06T10:16:00+00:00,SENS-AMP-GOULBURN-VIB-001,Vibration,0.95,g,NORMAL
RD-20260206-007477,2026-02-06T10:16:00+00:00,SENS-AMP-ALBURY-VIB-001,Vibration,0.11,g,NORMAL
RD-20260206-000219,2026-02-06T10:21:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.1,dBm,NORMAL
RD-20260206-000646,2026-02-06T10:21:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-19.8,dBm,NORMAL
RD-20260206-001073,2026-02-06T10:21:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-18.0,dBm,NORMAL
RD-20260206-001500,2026-02-06T10:21:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,9.00e-07,ratio,NORMAL
RD-20260206-001927,2026-02-06T10:21:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,5.00e-07,ratio,NORMAL
RD-20260206-002354,2026-02-06T10:21:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-9.5,dBm,NORMAL
RD-20260206-002781,2026-02-06T10:21:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.4,dBm,NORMAL
RD-20260206-003208,2026-02-06T10:21:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-11.2,dBm,NORMAL
RD-20260206-003635,2026-02-06T10:21:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-11.2,dBm,NORMAL
RD-20260206-004062,2026-02-06T10:21:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.1,dBm,NORMAL
RD-20260206-004489,2026-02-06T10:21:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-11.1,dBm,NORMAL
RD-20260206-004916,2026-02-06T10:21:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,40.7,°C,NORMAL
RD-20260206-005343,2026-02-06T10:21:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,39.7,°C,NORMAL
RD-20260206-005770,2026-02-06T10:21:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,40.7,°C,NORMAL
RD-20260206-006197,2026-02-06T10:21:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,42.5,%,NORMAL
RD-20260206-006624,2026-02-06T10:21:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,40.4,%,NORMAL
RD-20260206-007051,2026-02-06T10:21:00+00:00,SENS-AMP-GOULBURN-VIB-001,Vibration,0.91,g,NORMAL
RD-20260206-007478,2026-02-06T10:21:00+00:00,SENS-AMP-ALBURY-VIB-001,Vibration,0.13,g,NORMAL
RD-20260206-000220,2026-02-06T10:26:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.0,dBm,NORMAL
RD-20260206-000647,2026-02-06T10:26:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-19.4,dBm,NORMAL
RD-20260206-001074,2026-02-06T10:26:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-18.0,dBm,NORMAL
RD-20260206-001501,2026-02-06T10:26:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,9.00e-07,ratio,NORMAL
RD-20260206-001928,2026-02-06T10:26:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,5.00e-07,ratio,NORMAL
RD-20260206-002355,2026-02-06T10:26:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-9.8,dBm,NORMAL
RD-20260206-002782,2026-02-06T10:26:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.4,dBm,NORMAL
RD-20260206-003209,2026-02-06T10:26:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.8,dBm,NORMAL
RD-20260206-003636,2026-02-06T10:26:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-11.4,dBm,NORMAL
