AlertId,Timestamp,SourceNodeId,SourceNodeType,AlertType,Severity,Description,OpticalPowerDbm,BitErrorRate,CPUUtilPct,PacketLossPct
ALT-20260206-002512,2026-02-06T01:02:28.584Z,CORE-BNE-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 55.2% — routine process spike,-3.1,9.574e-12,55.2,0.048
ALT-20260206-001759,2026-02-06T01:02:49.586Z,AGG-SYD-SOUTH-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.6,6.101e-12,40.7,0.014
ALT-20260206-001322,2026-02-06T01:02:55.173Z,GNB-BNE-4012,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.5,8.328e-12,35.4,0.044
ALT-20260206-000551,2026-02-06T01:06:09.674Z,LINK-MEL-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.18% — transient microloop,-3.2,2.411e-12,34.3,0.18
ALT-20260206-002864,2026-02-06T01:08:51.911Z,LINK-MEL-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.67% — transient microloop,-3.4,4.95e-12,43.0,0.67
ALT-20260206-000030,2026-02-06T01:10:47.920Z,AGG-BNE-CENTRAL-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 63.1% — routine process spike,-3.0,8.648e-12,63.1,0.008
ALT-20260206-002844,2026-02-06T01:16:30.601Z,AGG-SYD-SOUTH-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.6,6.647e-12,15.5,0.014
ALT-20260206-001447,2026-02-06T01:16:31.837Z,GNB-MEL-3011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.1,6.9e-14,39.2,0.044
ALT-20260206-002724,2026-02-06T01:17:07.300Z,LINK-MEL-AGG-EAST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.7,1.679e-12,34.0,0.047
ALT-20260206-000765,2026-02-06T01:17:51.082Z,GNB-MEL-3021,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.19% — transient microloop,-2.7,9.198e-12,29.0,0.19
ALT-20260206-001573,2026-02-06T01:21:33.362Z,AGG-MEL-EAST-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.8,1.67e-12,28.1,0.049
ALT-20260206-001480,2026-02-06T01:23:02.381Z,CORE-MEL-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 64.9% — routine process spike,-2.7,5.643e-12,64.9,0.042
ALT-20260206-000614,2026-02-06T01:23:27.358Z,LINK-MEL-AGG-WEST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.8,8.966e-12,40.9,0.024
ALT-20260206-001529,2026-02-06T01:24:03.656Z,LINK-SYD-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.61% — transient microloop,-2.8,5.9e-12,39.6,0.61
ALT-20260206-002030,2026-02-06T01:27:36.679Z,AGG-SYD-SOUTH-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.7,3.97e-12,19.3,0.045
ALT-20260206-002662,2026-02-06T01:27:40.522Z,AGG-MEL-WEST-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 57.7% — routine process spike,-2.5,6.24e-12,57.7,0.007
ALT-20260206-000410,2026-02-06T01:28:10.291Z,GNB-MEL-3011,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.61% — transient microloop,-3.4,5.303e-12,22.1,0.61
ALT-20260206-001302,2026-02-06T01:30:34.608Z,GNB-MEL-3021,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,4.794e-12,22.3,0.027
ALT-20260206-002575,2026-02-06T01:32:59.599Z,LINK-SYD-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.33% — transient microloop,-2.6,5.761e-12,26.9,0.33
ALT-20260206-001647,2026-02-06T01:33:58.139Z,GNB-MEL-3012,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.8,7.785e-12,23.3,0.034
ALT-20260206-001835,2026-02-06T01:34:50.658Z,GNB-MEL-3011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.5,5.552e-12,29.9,0.006
ALT-20260206-000597,2026-02-06T01:36:37.533Z,LINK-SYD-AGG-SOUTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.4,1.347e-12,29.3,0.012
ALT-20260206-002645,2026-02-06T01:37:05.613Z,GNB-BNE-4011,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.2,8.518e-12,25.4,0.014
ALT-20260206-000716,2026-02-06T01:39:34.043Z,LINK-SYD-BNE-FIBRE-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.2,5.675e-12,21.9,0.012
ALT-20260206-001837,2026-02-06T01:39:52.297Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.27% — transient microloop,-2.9,4.387e-12,19.3,0.27
ALT-20260206-001566,2026-02-06T01:40:23.192Z,LINK-SYD-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.42% — transient microloop,-2.9,2.59e-13,38.1,0.42
ALT-20260206-001698,2026-02-06T01:40:52.783Z,AGG-MEL-WEST-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.45% — transient microloop,-3.2,5.309e-12,18.1,0.45
ALT-20260206-000900,2026-02-06T01:41:26.023Z,AGG-SYD-NORTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 55.4% — routine process spike,-3.0,4.318e-12,55.4,0.002
ALT-20260206-001618,2026-02-06T01:41:55.039Z,GNB-BNE-4012,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.1,7.743e-12,43.6,0.02
ALT-20260206-001753,2026-02-06T01:42:13.760Z,AGG-BNE-SOUTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 70.6% — routine process spike,-3.1,2.64e-13,70.6,0.005
ALT-20260206-001549,2026-02-06T01:44:23.442Z,GNB-MEL-3012,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.2,6.628e-12,18.5,0.023
ALT-20260206-000921,2026-02-06T01:44:28.939Z,GNB-MEL-3012,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.1,3.152e-12,26.3,0.023
ALT-20260206-001776,2026-02-06T01:44:41.721Z,GNB-SYD-2043,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.57% — transient microloop,-2.6,4.224e-12,26.8,0.57
ALT-20260206-002723,2026-02-06T01:45:25.092Z,LINK-SYD-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.38% — transient microloop,-2.6,4.935e-12,17.8,0.38
ALT-20260206-002682,2026-02-06T01:45:37.579Z,GNB-BNE-4011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.3,1.43e-12,29.8,0.019
ALT-20260206-002145,2026-02-06T01:45:56.908Z,AGG-MEL-WEST-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 58.1% — routine process spike,-3.4,2.3e-12,58.1,0.013
ALT-20260206-000099,2026-02-06T01:46:01.939Z,LINK-SYD-BNE-FIBRE-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.7,2.265e-12,30.7,0.023
ALT-20260206-000561,2026-02-06T01:48:43.396Z,GNB-MEL-3021,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.1,6.611e-12,29.2,0.027
ALT-20260206-001922,2026-02-06T01:49:34.397Z,GNB-BNE-4011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.8,6.974e-12,31.5,0.002
ALT-20260206-000681,2026-02-06T01:50:07.735Z,LINK-MEL-AGG-EAST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.1,4.53e-12,43.8,0.0
ALT-20260206-001621,2026-02-06T01:50:30.063Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.0,1.662e-12,15.0,0.007
ALT-20260206-002688,2026-02-06T01:50:55.740Z,LINK-SYD-AGG-NORTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,7.663e-12,24.4,0.039
ALT-20260206-001507,2026-02-06T01:50:59.937Z,AGG-BNE-SOUTH-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.71% — transient microloop,-3.4,6.307e-12,19.4,0.71
ALT-20260206-001338,2026-02-06T01:52:06.106Z,GNB-SYD-2041,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.71% — transient microloop,-2.7,8.952e-12,30.0,0.71
ALT-20260206-002900,2026-02-06T01:52:25.078Z,AGG-SYD-NORTH-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.8,4.936e-12,20.9,0.028
ALT-20260206-001658,2026-02-06T01:53:54.417Z,LINK-MEL-AGG-EAST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,3.527e-12,21.5,0.045
ALT-20260206-000877,2026-02-06T01:54:37.265Z,AGG-MEL-WEST-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 56.7% — routine process spike,-2.7,6.774e-12,56.7,0.049
ALT-20260206-001150,2026-02-06T01:54:40.981Z,AGG-BNE-CENTRAL-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.74% — transient microloop,-3.3,1.7e-13,15.8,0.74
ALT-20260206-000524,2026-02-06T01:55:39.703Z,LINK-SYD-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.8,3.639e-12,28.6,0.005
ALT-20260206-000591,2026-02-06T01:55:54.028Z,LINK-SYD-BNE-FIBRE-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.0,1.686e-12,35.6,0.046
ALT-20260206-001347,2026-02-06T01:58:15.223Z,AGG-MEL-WEST-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.33% — transient microloop,-3.2,9.964e-12,29.6,0.33
ALT-20260206-000373,2026-02-06T02:00:24.962Z,GNB-MEL-3011,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.62% — transient microloop,-2.8,8.774e-12,28.6,0.62
ALT-20260206-000280,2026-02-06T02:03:30.909Z,LINK-SYD-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.55% — transient microloop,-2.6,3.682e-12,21.6,0.55
ALT-20260206-002580,2026-02-06T02:05:03.967Z,AGG-BNE-CENTRAL-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 74.2% — routine process spike,-2.8,1.91e-13,74.2,0.034
ALT-20260206-000836,2026-02-06T02:05:06.181Z,LINK-SYD-AGG-NORTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.29% — transient microloop,-3.3,7.968e-12,35.6,0.29
ALT-20260206-000392,2026-02-06T02:05:13.132Z,CORE-SYD-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 55.3% — routine process spike,-3.3,9.227e-12,55.3,0.02
ALT-20260206-001378,2026-02-06T02:05:17.900Z,LINK-SYD-AGG-NORTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.29% — transient microloop,-2.6,6.278e-12,34.2,0.29
ALT-20260206-002596,2026-02-06T02:06:48.509Z,GNB-MEL-3021,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.8,1.909e-12,30.7,0.03
ALT-20260206-000988,2026-02-06T02:06:52.330Z,GNB-MEL-3011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.5,2.09e-12,26.7,0.02
ALT-20260206-000198,2026-02-06T02:07:35.149Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.6% — transient microloop,-3.5,3.649e-12,36.6,0.6
ALT-20260206-002329,2026-02-06T02:08:29.387Z,LINK-SYD-AGG-NORTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.18% — transient microloop,-3.1,1.054e-12,42.4,0.18
ALT-20260206-001467,2026-02-06T02:09:40.596Z,LINK-MEL-AGG-EAST-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.17% — transient microloop,-2.6,7.284e-12,26.5,0.17
ALT-20260206-001813,2026-02-06T02:10:27.294Z,GNB-BNE-4012,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.7,4.457e-12,33.7,0.047
ALT-20260206-000576,2026-02-06T02:10:58.628Z,LINK-MEL-AGG-EAST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,5.016e-12,17.7,0.018
ALT-20260206-001609,2026-02-06T02:11:42.491Z,GNB-BNE-4012,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.7,6.874e-12,20.1,0.047
ALT-20260206-002513,2026-02-06T02:13:17.875Z,CORE-SYD-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 68.8% — routine process spike,-2.9,4e-14,68.8,0.047
ALT-20260206-000947,2026-02-06T02:20:36.016Z,GNB-BNE-4012,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.0,9.12e-13,33.0,0.039
ALT-20260206-001222,2026-02-06T02:22:58.651Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.8,7.78e-12,40.9,0.033
ALT-20260206-000669,2026-02-06T02:23:31.059Z,AGG-BNE-CENTRAL-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.6% — transient microloop,-2.8,5.394e-12,26.6,0.6
ALT-20260206-002549,2026-02-06T02:26:12.269Z,AGG-SYD-SOUTH-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,3.361e-12,16.4,0.013
ALT-20260206-001247,2026-02-06T02:28:24.822Z,LINK-SYD-AGG-NORTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.1,4.583e-12,28.2,0.018
ALT-20260206-000831,2026-02-06T02:28:50.762Z,CORE-SYD-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.16% — transient microloop,-3.5,9.262e-12,36.2,0.16
ALT-20260206-001310,2026-02-06T02:29:14.550Z,AGG-SYD-SOUTH-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.2% — transient microloop,-3.1,7.971e-12,44.3,0.2
ALT-20260206-000064,2026-02-06T02:31:18.221Z,AGG-BNE-CENTRAL-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 71.1% — routine process spike,-2.8,4.651e-12,71.1,0.046
ALT-20260206-000429,2026-02-06T02:31:41.129Z,CORE-MEL-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.47% — transient microloop,-2.7,9.996e-12,44.2,0.47
ALT-20260206-000388,2026-02-06T02:33:04.962Z,LINK-SYD-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.69% — transient microloop,-2.8,3.023e-12,30.5,0.69
ALT-20260206-002385,2026-02-06T02:33:16.823Z,GNB-MEL-3021,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.66% — transient microloop,-2.7,6.704e-12,26.9,0.66
ALT-20260206-000180,2026-02-06T02:33:33.766Z,CORE-BNE-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 65.6% — routine process spike,-3.3,7.765e-12,65.6,0.048
ALT-20260206-002760,2026-02-06T02:33:36.649Z,AGG-BNE-CENTRAL-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,9.699e-12,29.8,0.021
ALT-20260206-002038,2026-02-06T02:34:10.692Z,LINK-MEL-AGG-EAST-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.9,6.82e-13,44.0,0.047
ALT-20260206-002604,2026-02-06T02:34:19.015Z,GNB-BNE-4011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,7.54e-12,18.9,0.01
ALT-20260206-001393,2026-02-06T02:34:50.858Z,AGG-SYD-NORTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 61.4% — routine process spike,-3.5,3.295e-12,61.4,0.04
ALT-20260206-002157,2026-02-06T02:36:34.442Z,LINK-MEL-AGG-WEST-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.8,8.63e-12,36.7,0.004
ALT-20260206-000688,2026-02-06T02:36:48.891Z,LINK-MEL-AGG-WEST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,8.173e-12,27.5,0.043
ALT-20260206-000637,2026-02-06T02:39:34.494Z,GNB-SYD-2043,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.51% — transient microloop,-2.5,4.146e-12,20.5,0.51
ALT-20260206-002415,2026-02-06T02:40:29.970Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.5,1.317e-12,40.7,0.018
ALT-20260206-001242,2026-02-06T02:45:16.451Z,AGG-SYD-NORTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 65.5% — routine process spike,-2.6,5.892e-12,65.5,0.005
ALT-20260206-001739,2026-02-06T02:47:00.477Z,GNB-SYD-2042,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.6,3.52e-13,41.2,0.046
ALT-20260206-002471,2026-02-06T02:49:15.774Z,GNB-SYD-2043,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.0,9.715e-12,18.5,0.024
ALT-20260206-002219,2026-02-06T02:49:37.339Z,GNB-MEL-3011,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.63% — transient microloop,-3.0,1.475e-12,34.8,0.63
ALT-20260206-000200,2026-02-06T02:50:34.512Z,LINK-BNE-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.36% — transient microloop,-2.6,9.845e-12,28.9,0.36
ALT-20260206-000026,2026-02-06T02:51:22.938Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.3,9.78e-13,27.9,0.021
ALT-20260206-001039,2026-02-06T02:51:55.945Z,LINK-SYD-AGG-SOUTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.8,7.146e-12,30.6,0.012
ALT-20260206-000754,2026-02-06T02:52:26.013Z,LINK-MEL-AGG-WEST-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.74% — transient microloop,-3.1,2.59e-13,29.5,0.74
ALT-20260206-000839,2026-02-06T02:54:12.518Z,GNB-BNE-4011,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.18% — transient microloop,-2.6,7.217e-12,32.8,0.18
ALT-20260206-002881,2026-02-06T02:56:49.888Z,GNB-SYD-2042,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.9,2.876e-12,41.0,0.02
ALT-20260206-001521,2026-02-06T02:56:50.346Z,AGG-BNE-CENTRAL-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.7,9.868e-12,42.8,0.012
ALT-20260206-001822,2026-02-06T02:57:01.195Z,GNB-SYD-2041,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.59% — transient microloop,-3.0,4.26e-13,43.4,0.59
ALT-20260206-002168,2026-02-06T02:57:32.923Z,CORE-SYD-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 57.5% — routine process spike,-3.4,8.022e-12,57.5,0.043
ALT-20260206-001056,2026-02-06T02:58:18.364Z,AGG-BNE-CENTRAL-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.7,5.8e-12,17.5,0.027
ALT-20260206-002346,2026-02-06T02:58:34.401Z,LINK-SYD-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.36% — transient microloop,-2.9,7.786e-12,25.4,0.36
ALT-20260206-001073,2026-02-06T03:00:04.899Z,LINK-MEL-BNE-FIBRE-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.4,3.19e-13,40.0,0.034
ALT-20260206-001494,2026-02-06T03:02:08.270Z,CORE-MEL-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 69.0% — routine process spike,-2.9,4.543e-12,69.0,0.025
ALT-20260206-000272,2026-02-06T03:02:12.268Z,AGG-MEL-EAST-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.5,9.261e-12,41.3,0.0
ALT-20260206-001701,2026-02-06T03:04:45.409Z,LINK-MEL-AGG-WEST-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.2,9.329e-12,29.2,0.043
ALT-20260206-000661,2026-02-06T03:06:02.202Z,CORE-SYD-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 66.6% — routine process spike,-2.8,6.887e-12,66.6,0.039
ALT-20260206-001683,2026-02-06T03:06:27.557Z,LINK-MEL-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.35% — transient microloop,-3.0,9.128e-12,42.2,0.35
ALT-20260206-002767,2026-02-06T03:07:05.738Z,GNB-MEL-3021,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.1,3.01e-12,39.2,0.029
ALT-20260206-000325,2026-02-06T03:10:25.397Z,LINK-SYD-AGG-SOUTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.4,7.457e-12,25.4,0.005
ALT-20260206-002318,2026-02-06T03:10:42.434Z,CORE-MEL-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 58.5% — routine process spike,-2.6,2.66e-12,58.5,0.03
ALT-20260206-001301,2026-02-06T03:14:11.339Z,LINK-SYD-MEL-FIBRE-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.7,8.529e-12,17.5,0.007
ALT-20260206-002076,2026-02-06T03:14:45.851Z,GNB-BNE-4011,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.6,9.142e-12,33.3,0.012
ALT-20260206-000230,2026-02-06T03:15:30.043Z,AGG-BNE-CENTRAL-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.12% — transient microloop,-2.9,3.695e-12,39.1,0.12
ALT-20260206-002250,2026-02-06T03:16:35.795Z,GNB-SYD-2043,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.1,1.445e-12,34.8,0.009
ALT-20260206-000826,2026-02-06T03:20:47.095Z,GNB-MEL-3021,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.22% — transient microloop,-2.9,8.18e-12,18.2,0.22
ALT-20260206-000420,2026-02-06T03:21:08.985Z,AGG-SYD-NORTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 56.2% — routine process spike,-2.7,2.231e-12,56.2,0.02
ALT-20260206-001902,2026-02-06T03:21:10.592Z,LINK-SYD-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.73% — transient microloop,-2.5,7.818e-12,32.2,0.73
ALT-20260206-002087,2026-02-06T03:23:08.850Z,AGG-BNE-SOUTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 57.3% — routine process spike,-3.0,1.223e-12,57.3,0.039
ALT-20260206-000845,2026-02-06T03:23:35.839Z,LINK-SYD-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.5% — transient microloop,-2.9,2.305e-12,27.4,0.5
ALT-20260206-000318,2026-02-06T03:24:47.926Z,CORE-BNE-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.77% — transient microloop,-3.0,2.44e-12,35.9,0.77
ALT-20260206-002800,2026-02-06T03:25:14.830Z,GNB-BNE-4012,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.3,7.578e-12,19.2,0.022
ALT-20260206-002360,2026-02-06T03:25:20.393Z,CORE-MEL-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.51% — transient microloop,-2.8,1.252e-12,22.6,0.51
ALT-20260206-001434,2026-02-06T03:26:04.996Z,LINK-SYD-MEL-FIBRE-02,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,9.695e-12,30.0,0.034
ALT-20260206-000046,2026-02-06T03:28:38.408Z,CORE-MEL-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.25% — transient microloop,-3.3,1.037e-12,38.4,0.25
ALT-20260206-001208,2026-02-06T03:30:04.500Z,GNB-BNE-4012,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.52% — transient microloop,-3.3,3.959e-12,31.1,0.52
ALT-20260206-001668,2026-02-06T03:30:41.086Z,GNB-MEL-3021,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.55% — transient microloop,-2.7,8.38e-12,41.2,0.55
ALT-20260206-001794,2026-02-06T03:30:49.592Z,GNB-SYD-2043,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.1,3.652e-12,42.8,0.012
ALT-20260206-000942,2026-02-06T03:31:37.678Z,GNB-SYD-2041,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.0,9.913e-12,27.7,0.045
ALT-20260206-002473,2026-02-06T03:32:14.582Z,LINK-MEL-BNE-FIBRE-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.4,9.28e-13,36.4,0.02
ALT-20260206-002837,2026-02-06T03:34:31.918Z,CORE-SYD-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 71.0% — routine process spike,-3.3,4.62e-12,71.0,0.039
ALT-20260206-000987,2026-02-06T03:35:11.882Z,LINK-MEL-AGG-EAST-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.48% — transient microloop,-2.9,9.35e-13,22.7,0.48
