LinkId,Timestamp,UtilizationPct,OpticalPowerDbm,BitErrorRate,LatencyMs
LINK-SYD-AGG-NORTH-01,2026-02-06T06:30:00.000Z,44.0,-2.8,5.472e-12,2.6
LINK-SYD-AGG-NORTH-01,2026-02-06T06:35:00.000Z,49.4,-2.7,1.162e-12,1.9
LINK-SYD-AGG-NORTH-01,2026-02-06T06:40:00.000Z,43.2,-2.9,2.892e-12,1.6
LINK-SYD-AGG-NORTH-01,2026-02-06T06:45:00.000Z,40.2,-3.1,2.238e-12,1.6
LINK-SYD-AGG-NORTH-01,2026-02-06T06:50:00.000Z,44.4,-3.2,1.39e-12,2.5
LINK-SYD-AGG-NORTH-01,2026-02-06T06:55:00.000Z,41.2,-2.9,2.419e-12,1.9
LINK-SYD-AGG-NORTH-01,2026-02-06T07:00:00.000Z,40.6,-3.3,6.553e-12,2.8
LINK-SYD-AGG-NORTH-01,2026-02-06T07:05:00.000Z,42.1,-3.5,6.469e-12,1.6
LINK-SYD-AGG-NORTH-01,2026-02-06T07:10:00.000Z,42.2,-2.6,6.868e-12,1.2
LINK-SYD-AGG-NORTH-01,2026-02-06T07:15:00.000Z,42.0,-2.5,7.133e-12,1.7
LINK-SYD-AGG-NORTH-01,2026-02-06T07:20:00.000Z,44.4,-2.9,3.15e-13,1.1
LINK-SYD-AGG-NORTH-01,2026-02-06T07:25:00.000Z,41.9,-3.1,7.819e-12,2.7
LINK-SYD-AGG-NORTH-01,2026-02-06T07:30:00.000Z,45.6,-3.4,2.503e-12,1.8
LINK-SYD-AGG-NORTH-01,2026-02-06T07:35:00.000Z,42.1,-3.1,4.473e-12,2.1
LINK-SYD-AGG-NORTH-01,2026-02-06T07:40:00.000Z,42.0,-2.8,6.477e-12,1.7
LINK-SYD-AGG-NORTH-01,2026-02-06T07:45:00.000Z,49.6,-3.4,9.99e-13,1.8
LINK-SYD-AGG-NORTH-01,2026-02-06T07:50:00.000Z,44.6,-2.5,9.968e-12,2.2
LINK-SYD-AGG-NORTH-01,2026-02-06T07:55:00.000Z,48.0,-2.8,6.441e-12,2.5
LINK-SYD-AGG-NORTH-01,2026-02-06T08:00:00.000Z,47.2,-3.4,8.704e-12,1.8
LINK-SYD-AGG-NORTH-01,2026-02-06T08:05:00.000Z,42.2,-3.4,4.223e-12,1.6
LINK-SYD-AGG-NORTH-01,2026-02-06T08:10:00.000Z,47.8,-2.9,1.192e-12,1.3
LINK-SYD-AGG-NORTH-01,2026-02-06T08:15:00.000Z,48.4,-3.2,2.647e-12,1.0
LINK-SYD-AGG-NORTH-01,2026-02-06T08:20:00.000Z,41.6,-2.8,8.835e-12,1.6
LINK-SYD-AGG-NORTH-01,2026-02-06T08:25:00.000Z,43.0,-2.9,7.37e-12,1.3
LINK-SYD-AGG-NORTH-01,2026-02-06T08:30:00.000Z,48.4,-3.1,5.719e-12,2.9
LINK-SYD-AGG-NORTH-01,2026-02-06T08:35:00.000Z,42.4,-3.1,4.874e-12,2.5
LINK-SYD-AGG-NORTH-01,2026-02-06T08:40:00.000Z,45.2,-2.7,6.047e-12,2.2
LINK-SYD-AGG-NORTH-01,2026-02-06T08:45:00.000Z,46.0,-3.5,7.662e-12,2.0
LINK-SYD-AGG-NORTH-01,2026-02-06T08:50:00.000Z,42.3,-2.6,9.869e-12,1.6
LINK-SYD-AGG-NORTH-01,2026-02-06T08:55:00.000Z,45.4,-3.3,5.845e-12,2.5
LINK-SYD-AGG-NORTH-01,2026-02-06T09:00:00.000Z,49.0,-3.2,5.39e-13,1.6
LINK-SYD-AGG-NORTH-01,2026-02-06T09:05:00.000Z,42.9,-3.0,1.871e-12,1.1
LINK-SYD-AGG-NORTH-01,2026-02-06T09:10:00.000Z,41.4,-3.2,3.442e-12,1.3
LINK-SYD-AGG-NORTH-01,2026-02-06T09:15:00.000Z,45.6,-3.4,6.02e-12,1.5
LINK-SYD-AGG-NORTH-01,2026-02-06T09:20:00.000Z,48.3,-3.3,4.758e-12,2.8
LINK-SYD-AGG-NORTH-01,2026-02-06T09:25:00.000Z,44.6,-2.5,8.722e-12,1.5
LINK-SYD-AGG-NORTH-01,2026-02-06T09:30:00.000Z,41.2,-3.2,7.98e-12,1.5
LINK-SYD-AGG-NORTH-01,2026-02-06T09:35:00.000Z,45.5,-2.5,9.407e-12,1.1
LINK-SYD-AGG-NORTH-01,2026-02-06T09:40:00.000Z,43.1,-3.0,5.987e-12,2.4
LINK-SYD-AGG-NORTH-01,2026-02-06T09:45:00.000Z,46.8,-3.5,6.525e-12,1.7
LINK-SYD-AGG-NORTH-01,2026-02-06T09:50:00.000Z,44.9,-3.0,8.908e-12,1.9
LINK-SYD-AGG-NORTH-01,2026-02-06T09:55:00.000Z,40.3,-3.3,6.544e-12,2.2
LINK-SYD-AGG-NORTH-01,2026-02-06T10:00:00.000Z,48.4,-2.9,1.742e-12,1.6
LINK-SYD-AGG-NORTH-01,2026-02-06T10:05:00.000Z,49.7,-3.0,6.123e-12,3.0
LINK-SYD-AGG-NORTH-01,2026-02-06T10:10:00.000Z,49.9,-2.8,3.052e-12,2.4
LINK-SYD-AGG-NORTH-01,2026-02-06T10:15:00.000Z,43.9,-3.3,7.633e-12,2.0
LINK-SYD-AGG-NORTH-01,2026-02-06T10:20:00.000Z,44.8,-3.0,1.821e-12,1.8
LINK-SYD-AGG-NORTH-01,2026-02-06T10:25:00.000Z,44.4,-2.7,5.28e-12,1.1
LINK-SYD-AGG-NORTH-01,2026-02-06T10:30:00.000Z,49.0,-2.7,7.658e-12,1.8
LINK-SYD-AGG-NORTH-01,2026-02-06T10:35:00.000Z,47.9,-3.4,1.13e-13,1.4
LINK-SYD-AGG-NORTH-01,2026-02-06T10:40:00.000Z,47.4,-3.1,3.037e-12,2.6
LINK-SYD-AGG-NORTH-01,2026-02-06T10:45:00.000Z,45.2,-3.2,6.104e-12,1.8
LINK-SYD-AGG-NORTH-01,2026-02-06T10:50:00.000Z,43.7,-2.7,5.675e-12,1.9
LINK-SYD-AGG-NORTH-01,2026-02-06T10:55:00.000Z,47.8,-3.3,2.976e-12,2.9
LINK-SYD-AGG-NORTH-01,2026-02-06T11:00:00.000Z,48.0,-2.7,9.658e-12,2.3
LINK-SYD-AGG-NORTH-01,2026-02-06T11:05:00.000Z,42.9,-3.4,6.531e-12,1.8
LINK-SYD-AGG-NORTH-01,2026-02-06T11:10:00.000Z,40.5,-3.0,3.24e-13,1.2
LINK-SYD-AGG-NORTH-01,2026-02-06T11:15:00.000Z,41.8,-3.0,2.503e-12,1.5
LINK-SYD-AGG-NORTH-01,2026-02-06T11:20:00.000Z,45.1,-3.0,9.172e-12,2.6
LINK-SYD-AGG-NORTH-01,2026-02-06T11:25:00.000Z,45.9,-2.7,3.56e-12,2.7
LINK-SYD-AGG-NORTH-01,2026-02-06T11:30:00.000Z,43.2,-3.2,3.555e-12,2.0
LINK-SYD-AGG-NORTH-01,2026-02-06T11:35:00.000Z,46.2,-2.9,3.93e-13,1.2
LINK-SYD-AGG-NORTH-01,2026-02-06T11:40:00.000Z,41.7,-3.3,9.04e-13,2.8
LINK-SYD-AGG-NORTH-01,2026-02-06T11:45:00.000Z,41.3,-3.2,9.496e-12,2.8
LINK-SYD-AGG-NORTH-01,2026-02-06T11:50:00.000Z,41.2,-3.2,4.567e-12,2.0
LINK-SYD-AGG-NORTH-01,2026-02-06T11:55:00.000Z,42.7,-2.7,4.627e-12,2.0
LINK-SYD-AGG-NORTH-01,2026-02-06T12:00:00.000Z,49.8,-3.4,8.11e-12,2.0
LINK-SYD-AGG-NORTH-01,2026-02-06T12:05:00.000Z,48.1,-2.8,8.421e-12,2.5
LINK-SYD-AGG-NORTH-01,2026-02-06T12:10:00.000Z,42.0,-3.3,2.398e-12,1.7
LINK-SYD-AGG-NORTH-01,2026-02-06T12:15:00.000Z,49.4,-2.9,9.046e-12,1.0
LINK-SYD-AGG-NORTH-01,2026-02-06T12:20:00.000Z,45.5,-3.2,3.212e-12,1.8
LINK-SYD-AGG-NORTH-01,2026-02-06T12:25:00.000Z,43.8,-3.1,8.265e-12,2.3
LINK-SYD-AGG-NORTH-01,2026-02-06T12:30:00.000Z,41.8,-2.9,8.315e-12,2.4
LINK-SYD-AGG-NORTH-01,2026-02-06T12:35:00.000Z,43.6,-2.8,2.821e-12,1.0
LINK-SYD-AGG-NORTH-01,2026-02-06T12:40:00.000Z,40.8,-3.2,6.367e-12,2.9
LINK-SYD-AGG-NORTH-01,2026-02-06T12:45:00.000Z,49.9,-2.6,6.687e-12,2.3
LINK-SYD-AGG-NORTH-01,2026-02-06T12:50:00.000Z,43.7,-3.4,2.564e-12,3.0
LINK-SYD-AGG-NORTH-01,2026-02-06T12:55:00.000Z,43.7,-2.6,3.626e-12,1.9
LINK-SYD-AGG-NORTH-01,2026-02-06T13:00:00.000Z,40.6,-2.7,8.004e-12,1.4
LINK-SYD-AGG-NORTH-01,2026-02-06T13:05:00.000Z,47.6,-3.2,9.788e-12,1.9
LINK-SYD-AGG-NORTH-01,2026-02-06T13:10:00.000Z,41.7,-3.2,6.752e-12,1.2
LINK-SYD-AGG-NORTH-01,2026-02-06T13:15:00.000Z,46.0,-2.7,5.135e-12,1.3
LINK-SYD-AGG-NORTH-01,2026-02-06T13:20:00.000Z,49.9,-2.6,1.154e-12,1.6
LINK-SYD-AGG-NORTH-01,2026-02-06T13:25:00.000Z,42.1,-3.2,2.128e-12,2.8
LINK-SYD-AGG-NORTH-01,2026-02-06T13:30:00.000Z,46.4,-2.7,3.435e-12,2.4
LINK-SYD-AGG-NORTH-01,2026-02-06T13:35:00.000Z,48.2,-3.4,9.855e-12,2.3
LINK-SYD-AGG-NORTH-01,2026-02-06T13:40:00.000Z,44.2,-2.8,3.3e-14,2.4
LINK-SYD-AGG-NORTH-01,2026-02-06T13:45:00.000Z,45.1,-2.7,2.488e-12,2.9
LINK-SYD-AGG-NORTH-01,2026-02-06T13:50:00.000Z,45.1,-2.5,4.552e-12,1.7
LINK-SYD-AGG-NORTH-01,2026-02-06T13:55:00.000Z,40.7,-2.8,2.581e-12,1.1
LINK-SYD-AGG-NORTH-01,2026-02-06T14:00:00.000Z,46.7,-2.9,5.035e-12,2.5
LINK-SYD-AGG-NORTH-01,2026-02-06T14:05:00.000Z,40.2,-2.8,5.361e-12,2.9
LINK-SYD-AGG-NORTH-01,2026-02-06T14:10:00.000Z,46.7,-3.4,3.464e-12,2.9
LINK-SYD-AGG-NORTH-01,2026-02-06T14:15:00.000Z,47.7,-3.1,3.52e-12,1.3
LINK-SYD-AGG-NORTH-01,2026-02-06T14:20:00.000Z,44.0,-3.5,6.277e-12,1.9
LINK-SYD-AGG-NORTH-01,2026-02-06T14:25:00.000Z,41.0,-2.6,7.223e-12,2.5
LINK-SYD-AGG-NORTH-01,2026-02-06T14:30:00.000Z,44.5,-2.9,1.564e-12,1.5
LINK-SYD-AGG-NORTH-01,2026-02-06T14:35:00.000Z,40.0,-3.4,5.356e-12,1.8
LINK-SYD-AGG-NORTH-01,2026-02-06T14:40:00.000Z,42.3,-2.7,7.828e-12,1.5
LINK-SYD-AGG-NORTH-01,2026-02-06T14:45:00.000Z,48.3,-3.4,1.74e-13,1.6
LINK-SYD-AGG-NORTH-01,2026-02-06T14:50:00.000Z,46.7,-3.4,9.898e-12,2.6
LINK-SYD-AGG-NORTH-01,2026-02-06T14:55:00.000Z,47.3,-3.3,5.754e-12,2.9
LINK-SYD-AGG-NORTH-01,2026-02-06T15:00:00.000Z,40.5,-3.0,4.97e-12,1.0
LINK-SYD-AGG-NORTH-01,2026-02-06T15:05:00.000Z,48.5,-2.8,5.822e-12,2.7
LINK-SYD-AGG-NORTH-01,2026-02-06T15:10:00.000Z,42.4,-3.2,7.314e-12,2.3
LINK-SYD-AGG-NORTH-01,2026-02-06T15:15:00.000Z,49.5,-2.8,1.599e-12,1.8
LINK-SYD-AGG-NORTH-01,2026-02-06T15:20:00.000Z,40.3,-3.2,3.649e-12,2.4
LINK-SYD-AGG-NORTH-01,2026-02-06T15:25:00.000Z,47.1,-2.6,7.251e-12,1.8
LINK-SYD-AGG-NORTH-01,2026-02-06T15:30:00.000Z,41.5,-3.0,6.074e-12,1.7
LINK-SYD-AGG-NORTH-01,2026-02-06T15:35:00.000Z,48.0,-2.8,4.431e-12,2.4
LINK-SYD-AGG-NORTH-01,2026-02-06T15:40:00.000Z,48.3,-2.7,5.947e-12,2.2
LINK-SYD-AGG-NORTH-01,2026-02-06T15:45:00.000Z,47.7,-3.3,3.05e-13,2.4
LINK-SYD-AGG-NORTH-01,2026-02-06T15:50:00.000Z,40.8,-3.0,5.09e-12,2.5
LINK-SYD-AGG-NORTH-01,2026-02-06T15:55:00.000Z,45.5,-3.0,1.876e-12,2.8
LINK-SYD-AGG-NORTH-01,2026-02-06T16:00:00.000Z,49.4,-3.5,8.466e-12,1.7
LINK-SYD-AGG-NORTH-01,2026-02-06T16:05:00.000Z,41.8,-2.6,5.102e-12,2.2
LINK-SYD-AGG-NORTH-01,2026-02-06T16:10:00.000Z,45.2,-3.5,8.541e-12,2.1
LINK-SYD-AGG-NORTH-01,2026-02-06T16:15:00.000Z,45.6,-2.7,6.315e-12,2.2
LINK-SYD-AGG-NORTH-01,2026-02-06T16:20:00.000Z,47.7,-3.0,4.048e-12,2.6
LINK-SYD-AGG-NORTH-01,2026-02-06T16:25:00.000Z,46.9,-3.5,4.514e-12,1.6
LINK-SYD-AGG-NORTH-01,2026-02-06T16:30:00.000Z,48.7,-3.3,3.201e-12,2.5
LINK-SYD-AGG-NORTH-01,2026-02-06T16:35:00.000Z,46.4,-3.5,2.1e-12,1.3
LINK-SYD-AGG-NORTH-01,2026-02-06T16:40:00.000Z,41.0,-3.0,6.392e-12,1.9
LINK-SYD-AGG-NORTH-01,2026-02-06T16:45:00.000Z,45.2,-2.7,5.44e-13,2.2
LINK-SYD-AGG-NORTH-01,2026-02-06T16:50:00.000Z,48.7,-2.8,3.55e-13,1.7
LINK-SYD-AGG-NORTH-01,2026-02-06T16:55:00.000Z,49.8,-2.6,4.66e-13,1.8
LINK-SYD-AGG-NORTH-01,2026-02-06T17:00:00.000Z,48.9,-2.6,8.868e-12,3.0
LINK-SYD-AGG-NORTH-01,2026-02-06T17:05:00.000Z,42.1,-3.5,3.995e-12,1.5
LINK-SYD-AGG-NORTH-01,2026-02-06T17:10:00.000Z,45.3,-3.0,4.954e-12,2.2
LINK-SYD-AGG-NORTH-01,2026-02-06T17:15:00.000Z,40.4,-3.2,7.946e-12,2.6
LINK-SYD-AGG-NORTH-01,2026-02-06T17:20:00.000Z,47.8,-3.5,4.782e-12,2.3
LINK-SYD-AGG-NORTH-01,2026-02-06T17:25:00.000Z,45.7,-3.4,5.419e-12,2.2
LINK-SYD-AGG-NORTH-01,2026-02-06T17:30:00.000Z,46.7,-3.4,1.817e-12,2.5
LINK-SYD-AGG-NORTH-01,2026-02-06T17:35:00.000Z,47.6,-3.0,1.806e-12,2.4
LINK-SYD-AGG-NORTH-01,2026-02-06T17:40:00.000Z,46.5,-2.8,6.188e-12,2.3
LINK-SYD-AGG-NORTH-01,2026-02-06T17:45:00.000Z,49.3,-2.6,8.35e-13,2.3
LINK-SYD-AGG-NORTH-01,2026-02-06T17:50:00.000Z,49.8,-3.1,4.209e-12,2.0
LINK-SYD-AGG-NORTH-01,2026-02-06T17:55:00.000Z,49.9,-3.0,5.736e-12,1.7
LINK-SYD-AGG-NORTH-01,2026-02-06T18:00:00.000Z,44.4,-3.1,1.36e-12,2.4
LINK-SYD-AGG-NORTH-01,2026-02-06T18:05:00.000Z,40.2,-3.3,9.537e-12,2.8
LINK-SYD-AGG-NORTH-01,2026-02-06T18:10:00.000Z,47.6,-3.3,6.518e-12,1.2
LINK-SYD-AGG-NORTH-01,2026-02-06T18:15:00.000Z,43.9,-2.9,5.254e-12,1.4
LINK-SYD-AGG-NORTH-01,2026-02-06T18:20:00.000Z,43.3,-2.5,9.35e-12,1.1
LINK-SYD-AGG-NORTH-01,2026-02-06T18:25:00.000Z,49.5,-3.2,8.075e-12,1.8
LINK-SYD-AGG-NORTH-01,2026-02-06T18:30:00.000Z,43.8,-2.8,2.116e-12,1.1
LINK-SYD-AGG-NORTH-01,2026-02-06T18:35:00.000Z,43.8,-2.7,1.492e-12,2.7
LINK-SYD-AGG-NORTH-01,2026-02-06T18:40:00.000Z,42.4,-3.1,1.412e-12,1.3
LINK-SYD-AGG-NORTH-01,2026-02-06T18:45:00.000Z,49.9,-3.1,7.397e-12,3.0
LINK-SYD-AGG-NORTH-01,2026-02-06T18:50:00.000Z,44.7,-3.5,4.92e-13,1.8
LINK-SYD-AGG-NORTH-01,2026-02-06T18:55:00.000Z,44.3,-2.5,2.377e-12,2.8
LINK-SYD-AGG-NORTH-01,2026-02-06T19:00:00.000Z,45.3,-2.6,1.654e-12,1.5
LINK-SYD-AGG-NORTH-01,2026-02-06T19:05:00.000Z,45.4,-3.5,4.597e-12,2.6
LINK-SYD-AGG-NORTH-01,2026-02-06T19:10:00.000Z,40.3,-2.8,4.715e-12,2.6
LINK-SYD-AGG-NORTH-01,2026-02-06T19:15:00.000Z,48.3,-2.8,7.267e-12,2.3
LINK-SYD-AGG-NORTH-01,2026-02-06T19:20:00.000Z,44.6,-2.8,7.676e-12,1.5
LINK-SYD-AGG-NORTH-01,2026-02-06T19:25:00.000Z,46.4,-2.8,7.405e-12,2.1
LINK-SYD-AGG-NORTH-01,2026-02-06T19:30:00.000Z,43.7,-2.7,4.504e-12,1.0
LINK-SYD-AGG-NORTH-01,2026-02-06T19:35:00.000Z,42.3,-2.8,3.991e-12,1.9
LINK-SYD-AGG-NORTH-01,2026-02-06T19:40:00.000Z,47.3,-2.9,7.506e-12,2.8
LINK-SYD-AGG-NORTH-01,2026-02-06T19:45:00.000Z,47.7,-2.6,9.772e-12,2.7
LINK-SYD-AGG-NORTH-01,2026-02-06T19:50:00.000Z,40.2,-2.9,6.184e-12,2.2
LINK-SYD-AGG-NORTH-01,2026-02-06T19:55:00.000Z,48.4,-3.3,8.248e-12,2.0
LINK-SYD-AGG-NORTH-01,2026-02-06T20:00:00.000Z,42.8,-2.8,4.028e-12,1.3
LINK-SYD-AGG-NORTH-01,2026-02-06T20:05:00.000Z,47.7,-3.0,2.897e-12,2.7
LINK-SYD-AGG-NORTH-01,2026-02-06T20:10:00.000Z,41.9,-2.6,2.58e-13,2.2
LINK-SYD-AGG-NORTH-01,2026-02-06T20:15:00.000Z,45.4,-3.5,4.635e-12,1.1
LINK-SYD-AGG-NORTH-01,2026-02-06T20:20:00.000Z,40.2,-3.1,7.695e-12,1.7
LINK-SYD-AGG-NORTH-01,2026-02-06T20:25:00.000Z,42.6,-3.2,8.126e-12,2.6
LINK-SYD-AGG-NORTH-01,2026-02-06T20:30:00.000Z,44.3,-3.2,7.117e-12,2.9
LINK-SYD-AGG-NORTH-01,2026-02-06T20:35:00.000Z,42.1,-3.4,8.16e-13,1.9
LINK-SYD-AGG-NORTH-01,2026-02-06T20:40:00.000Z,48.2,-2.7,6.35e-12,1.1
LINK-SYD-AGG-NORTH-01,2026-02-06T20:45:00.000Z,48.4,-3.2,1.647e-12,1.9
LINK-SYD-AGG-NORTH-01,2026-02-06T20:50:00.000Z,49.6,-2.5,9.567e-12,2.4
LINK-SYD-AGG-NORTH-01,2026-02-06T20:55:00.000Z,48.7,-3.0,9.07e-12,2.6
LINK-SYD-AGG-NORTH-01,2026-02-06T21:00:00.000Z,47.5,-3.2,9.333e-12,2.7
LINK-SYD-AGG-NORTH-01,2026-02-06T21:05:00.000Z,46.4,-2.9,5.357e-12,2.4
LINK-SYD-AGG-NORTH-01,2026-02-06T21:10:00.000Z,47.1,-2.6,8e-13,1.3
LINK-SYD-AGG-NORTH-01,2026-02-06T21:15:00.000Z,43.7,-3.5,3.052e-12,2.8
LINK-SYD-AGG-NORTH-01,2026-02-06T21:20:00.000Z,40.6,-2.5,6.817e-12,2.6
LINK-SYD-AGG-NORTH-01,2026-02-06T21:25:00.000Z,49.2,-3.4,1.008e-12,1.9
LINK-SYD-AGG-NORTH-01,2026-02-06T21:30:00.000Z,47.0,-3.0,1.8e-14,2.1
LINK-SYD-AGG-NORTH-01,2026-02-06T21:35:00.000Z,40.9,-2.5,6.598e-12,1.9
LINK-SYD-AGG-NORTH-01,2026-02-06T21:40:00.000Z,44.2,-3.1,2.337e-12,1.7
LINK-SYD-AGG-NORTH-01,2026-02-06T21:45:00.000Z,40.9,-3.3,4.188e-12,1.4
LINK-SYD-AGG-NORTH-01,2026-02-06T21:50:00.000Z,46.5,-3.4,1.35e-13,2.5
LINK-SYD-AGG-NORTH-01,2026-02-06T21:55:00.000Z,49.4,-3.0,5.265e-12,1.9
LINK-SYD-AGG-NORTH-01,2026-02-06T22:00:00.000Z,44.2,-2.8,3.078e-12,1.6
LINK-SYD-AGG-NORTH-01,2026-02-06T22:05:00.000Z,48.9,-3.2,6.073e-12,1.6
LINK-SYD-AGG-NORTH-01,2026-02-06T22:10:00.000Z,45.5,-3.2,6.362e-12,1.6
LINK-SYD-AGG-NORTH-01,2026-02-06T22:15:00.000Z,41.9,-3.3,4.599e-12,2.9
LINK-SYD-AGG-NORTH-01,2026-02-06T22:20:00.000Z,45.4,-2.7,6.404e-12,2.0
LINK-SYD-AGG-NORTH-01,2026-02-06T22:25:00.000Z,44.8,-2.7,6.808e-12,2.1
LINK-SYD-AGG-NORTH-01,2026-02-06T22:30:00.000Z,40.9,-2.9,3.864e-12,1.4
LINK-SYD-AGG-NORTH-01,2026-02-06T22:35:00.000Z,41.6,-2.8,2.499e-12,2.0
LINK-SYD-AGG-NORTH-01,2026-02-06T22:40:00.000Z,48.3,-3.4,6.767e-12,1.0
LINK-SYD-AGG-NORTH-01,2026-02-06T22:45:00.000Z,46.2,-2.8,9.663e-12,2.4
LINK-SYD-AGG-NORTH-01,2026-02-06T22:50:00.000Z,48.0,-2.7,3.518e-12,3.0
LINK-SYD-AGG-NORTH-01,2026-02-06T22:55:00.000Z,41.0,-2.9,3.806e-12,2.3
LINK-SYD-AGG-NORTH-01,2026-02-06T23:00:00.000Z,47.4,-3.4,5.89e-13,1.6
LINK-SYD-AGG-NORTH-01,2026-02-06T23:05:00.000Z,49.1,-3.3,7.18e-12,1.8
LINK-SYD-AGG-NORTH-01,2026-02-06T23:10:00.000Z,47.0,-3.1,9.645e-12,2.2
LINK-SYD-AGG-NORTH-01,2026-02-06T23:15:00.000Z,47.1,-2.8,6.293e-12,1.5
LINK-SYD-AGG-NORTH-01,2026-02-06T23:20:00.000Z,48.0,-3.0,2.919e-12,1.8
LINK-SYD-AGG-NORTH-01,2026-02-06T23:25:00.000Z,49.2,-2.5,8.165e-12,2.4
LINK-SYD-AGG-NORTH-01,2026-02-06T23:30:00.000Z,49.1,-2.7,4.35e-12,2.1
LINK-SYD-AGG-NORTH-01,2026-02-06T23:35:00.000Z,47.6,-3.4,7.199e-12,2.5
LINK-SYD-AGG-NORTH-01,2026-02-06T23:40:00.000Z,44.0,-2.8,7.918e-12,1.4
LINK-SYD-AGG-NORTH-01,2026-02-06T23:45:00.000Z,49.7,-2.9,5.89e-13,2.9
LINK-SYD-AGG-NORTH-01,2026-02-06T23:50:00.000Z,46.4,-3.3,9.311e-12,1.5
LINK-SYD-AGG-NORTH-01,2026-02-06T23:55:00.000Z,45.7,-3.1,3.224e-12,2.1
LINK-SYD-AGG-NORTH-01,2026-02-07T00:00:00.000Z,46.9,-2.6,4.993e-12,2.2
LINK-SYD-AGG-NORTH-01,2026-02-07T00:05:00.000Z,49.2,-2.5,2.496e-12,2.0
LINK-SYD-AGG-NORTH-01,2026-02-07T00:10:00.000Z,42.9,-2.8,9.5e-13,1.8
LINK-SYD-AGG-NORTH-01,2026-02-07T00:15:00.000Z,43.9,-3.4,5.372e-12,2.5
LINK-SYD-AGG-NORTH-01,2026-02-07T00:20:00.000Z,42.4,-2.9,2.868e-12,1.6
LINK-SYD-AGG-NORTH-01,2026-02-07T00:25:00.000Z,46.0,-3.3,3.914e-12,1.5
LINK-SYD-AGG-NORTH-01,2026-02-07T00:30:00.000Z,43.0,-3.0,6.044e-12,2.9
LINK-SYD-AGG-NORTH-01,2026-02-07T00:35:00.000Z,41.7,-2.7,1.051e-12,2.3
LINK-SYD-AGG-NORTH-01,2026-02-07T00:40:00.000Z,45.6,-2.9,5.569e-12,1.7
LINK-SYD-AGG-NORTH-01,2026-02-07T00:45:00.000Z,45.3,-3.3,1.407e-12,2.0
LINK-SYD-AGG-NORTH-01,2026-02-07T00:50:00.000Z,42.1,-3.4,9.247e-12,1.7
LINK-SYD-AGG-NORTH-01,2026-02-07T00:55:00.000Z,41.0,-2.8,9.51e-12,2.1
LINK-SYD-AGG-NORTH-01,2026-02-07T01:00:00.000Z,44.6,-2.5,2.237e-12,1.0
LINK-SYD-AGG-NORTH-01,2026-02-07T01:05:00.000Z,48.0,-2.9,9.748e-12,2.5
LINK-SYD-AGG-NORTH-01,2026-02-07T01:10:00.000Z,42.6,-2.5,4.259e-12,2.4
LINK-SYD-AGG-NORTH-01,2026-02-07T01:15:00.000Z,48.5,-3.4,4.015e-12,2.2
LINK-SYD-AGG-NORTH-01,2026-02-07T01:20:00.000Z,45.2,-3.2,7.628e-12,1.8
LINK-SYD-AGG-NORTH-01,2026-02-07T01:25:00.000Z,41.8,-3.0,7.31e-13,1.2
LINK-SYD-AGG-NORTH-01,2026-02-07T01:30:00.000Z,43.7,-2.8,6.294e-12,1.6
LINK-SYD-AGG-NORTH-01,2026-02-07T01:35:00.000Z,42.6,-3.0,7.12e-12,2.7
LINK-SYD-AGG-NORTH-01,2026-02-07T01:40:00.000Z,40.1,-3.5,8.058e-12,1.9
LINK-SYD-AGG-NORTH-01,2026-02-07T01:45:00.000Z,46.8,-2.8,9.55e-12,2.0
LINK-SYD-AGG-NORTH-01,2026-02-07T01:50:00.000Z,44.2,-3.0,5.181e-12,1.2
LINK-SYD-AGG-NORTH-01,2026-02-07T01:55:00.000Z,45.5,-3.3,1.796e-12,1.9
LINK-SYD-AGG-NORTH-01,2026-02-07T02:00:00.000Z,45.0,-2.7,1.973e-12,2.2
LINK-SYD-AGG-NORTH-01,2026-02-07T02:05:00.000Z,45.4,-2.9,8.738e-12,1.3
LINK-SYD-AGG-NORTH-01,2026-02-07T02:10:00.000Z,42.6,-3.4,8.263e-12,2.6
LINK-SYD-AGG-NORTH-01,2026-02-07T02:15:00.000Z,45.4,-3.4,8.728e-12,2.3
LINK-SYD-AGG-NORTH-01,2026-02-07T02:20:00.000Z,48.8,-2.7,3.099e-12,2.0
LINK-SYD-AGG-NORTH-01,2026-02-07T02:25:00.000Z,47.0,-3.1,4.08e-12,2.6
LINK-SYD-AGG-SOUTH-01,2026-02-04T02:30:00.000Z,36.0,-2.9,5.791e-12,1.2
LINK-SYD-AGG-SOUTH-01,2026-02-04T02:35:00.000Z,41.5,-3.2,7.761e-12,2.7
LINK-SYD-AGG-SOUTH-01,2026-02-04T02:40:00.000Z,40.7,-2.8,8.869e-12,2.3
LINK-SYD-AGG-SOUTH-01,2026-02-04T02:45:00.000Z,43.3,-3.0,6.526e-12,2.9
LINK-SYD-AGG-SOUTH-01,2026-02-04T02:50:00.000Z,38.1,-3.2,5.605e-12,2.8
LINK-SYD-AGG-SOUTH-01,2026-02-04T02:55:00.000Z,35.1,-3.4,4.592e-12,1.1
LINK-SYD-AGG-SOUTH-01,2026-02-04T03:00:00.000Z,43.9,-2.5,6.976e-12,2.8
LINK-SYD-AGG-SOUTH-01,2026-02-04T03:05:00.000Z,38.9,-3.0,3.388e-12,2.7
LINK-SYD-AGG-SOUTH-01,2026-02-04T03:10:00.000Z,41.0,-2.7,9.7e-13,1.9
